     x             y              z     
-0.111710377038    0.0    0.081264778614
-0.102626085281    0.0    0.101978584766
-0.0968829542398    0.0    0.10505036974
-0.0910448655486    0.0    0.109165355206
-0.0851382240653    0.0    0.114326879025
-0.0807204023004    0.0    0.109644516945
-0.0745304599404    0.0    0.117884978294
-0.0701967477798    0.0    0.112293466568
-0.0653182640672    0.0    0.110708996296
-0.0599993430078    0.0    0.113144442081
-0.0537694729865    0.0    0.125582739353
-0.0508989579976    0.0    0.102222308159
-0.0458985753357    0.0    0.100803359985
-0.0408773012459    0.0    0.0994274463654
-0.0355302579701    0.0    0.103085502625
-0.0300408452749    0.0    0.110786661148
-0.0254301093519    0.0    0.101554855347
-0.0198578201234    0.0    0.115346595287
-0.0152611676604    0.0    0.101199790478
-0.00998278334737    0.0    0.112087115288
-0.00511375721544    0.0    0.0980222668648
-6.92669255287e-09    0.0    0.109000011921
0.00506138335913    0.0    0.104022130013
0.0100525785238    0.0    0.108087762833
0.014789968729    0.0    0.11919359827
0.019473914057    0.0    0.126339897156
0.0249502845109    0.0    0.112544402122
0.0299361608922    0.0    0.112783893585
0.0345534645021    0.0    0.119055732727
0.0399006977677    0.0    0.113393351078
0.0444862991571    0.0    0.118747874737
0.049504455179    0.0    0.118161365032
0.0544403828681    0.0    0.118614956379
0.0582223460078    0.0    0.130051299572
0.0641862154007    0.0    0.120644792557
0.0690999105573    0.0    0.121226355076
0.0743999183178    0.0    0.118876441956
0.0782152712345    0.0    0.12746934557
0.0835123062134    0.0    0.125206037998
0.0886983275414    0.0    0.123980745316
0.0947373211384    0.0    0.117872044086
0.0972429737449    0.0    0.132507666588
0.105332128704    0.0    0.115678652763
0.111432440579    0.0    0.110729738712
0.117826446891    0.0    0.104864462852

-0.108976848423    0.000940919037199    0.0960135903358
-0.101931490004    0.000940919037199    0.10591785574
-0.0957276150584    0.000940919037199    0.111954375744
-0.0894805267453    0.000940919037199    0.119042262077
-0.0854338482022    0.000940919037199    0.112348839283
-0.0789111480117    0.000940919037199    0.122518047333
-0.0745304599404    0.000940919037199    0.117884978294
-0.0686124488711    0.000940919037199    0.125196501255
-0.0647522509098    0.000940919037199    0.115676864624
-0.0598948188126    0.000940919037199    0.11413894558
-0.056453153491    0.000940919037199    0.0977116670609
-0.0499402470887    0.000940919037199    0.113180443287
-0.0451924428344    0.000940919037199    0.109775647163
-0.0402494929731    0.000940919037199    0.108405515194
-0.0357134006917    0.000940919037199    0.100091144085
-0.0303548611701    0.000940919037199    0.104794904232
-0.0256045870483    0.000940919037199    0.0975586619377
-0.0204511135817    0.000940919037199    0.0983569469452
-0.0149732222781    0.000940919037199    0.112196012974
-0.0102445697412    0.000940919037199    0.0970893945694
-0.0050701238215    0.000940919037199    0.103022142887
-6.98692481649e-09    0.000940919037199    0.104000016689
0.00513119576499    0.000940919037199    0.0960224118233
0.0101572936401    0.000940919037199    0.102088614941
0.0151564460248    0.000940919037199    0.105198427677
0.0204161982983    0.000940919037199    0.0993563976288
0.0248194243759    0.000940919037199    0.11554156208
0.0305118560791    0.000940919037199    0.101798995972
0.03449241817    0.000940919037199    0.120053812504
0.0394124016166    0.000940919037199    0.120376333237
0.0458985604346    0.000940919037199    0.100803359985
0.0500273890793    0.000940919037199    0.112184270859
0.0538653023541    0.000940919037199    0.124587341785
0.0604174435139    0.000940919037199    0.10916630888
0.0646390244365    0.000940919037199    0.116670474052
0.0692217797041    0.000940919037199    0.120233758926
0.0728336125612    0.000940919037199    0.130773767471
0.0782152712345    0.000940919037199    0.12746934557
0.0829210728407    0.000940919037199    0.129162117481
0.0894805118442    0.000940919037199    0.119042262077
0.0922616049647    0.000940919037199    0.132666334152
0.100889578462    0.000940919037199    0.111826702595
0.104238718748    0.000940919037199    0.121578141689
0.11124163866    0.000940919037199    0.111711367607
0.117028973997    0.000940919037199    0.108784183502
0.125786572695    0.000940919037199    0.0922207083702

-0.107336729765    0.0018818380744    0.104862853527
-0.102278783917    0.0018818380744    0.103948220253
-0.097543142736    0.0018818380744    0.101105197906
-0.0912012979388    0.0018818380744    0.108177706242
-0.0846948027611    0.0018818380744    0.117293879032
-0.0797461941838    0.0018818380744    0.116576358318
-0.0737473070621    0.0018818380744    0.123833641052
-0.0697092711926    0.0018818380744    0.116263553143
-0.064412638545    0.0018818380744    0.118657633305
-0.0607310421765    0.0018818380744    0.106182798386
-0.0552071593702    0.0018818380744    0.110651835442
-0.0513347387314    0.0018818380744    0.0972413268089
-0.0465262494981    0.0018818380744    0.0928280200958
-0.0416446216404    0.0018818380744    0.0884542312622
-0.0355913043022    0.0018818380744    0.102087422848
-0.0304595343769    0.0018818380744    0.10279761219
-0.0259971618652    0.0018818380744    0.0885672416687
-0.0205558091402    0.0018818380744    0.095358833313
-0.0153658762574    0.0018818380744    0.0972011532784
-0.0101573076099    0.0018818380744    0.102088614941
-0.00502649135888    0.0018818380744    0.108021959305
-6.99897118039e-09    0.0018818380744    0.103000029564
0.00508756330237    0.0018818380744    0.101022168636
0.0101921977475    0.0018818380744    0.100088938713
0.0149993849918    0.0018818380744    0.111196323872
0.0205208975822    0.0018818380744    0.0963581647873
0.0255173332989    0.0018818380744    0.0995567884445
0.0308782048523    0.0018818380744    0.0948086228371
0.0352250002325    0.0018818380744    0.108076199532
0.0403192341328    0.0018818380744    0.107407971859
0.0451139733195    0.0018818380744    0.110772534847
0.0503760129213    0.0018818380744    0.108199461937
0.0549196116626    0.0018818380744    0.11363796854
0.059790275991    0.0018818380744    0.115133449078
0.0663370788097    0.0018818380744    0.101766869068
0.069709263742    0.0018818380744    0.116263553143
0.0736167654395    0.0018818380744    0.124825104713
0.0797461792827    0.0018818380744    0.116576358318
0.0829210728407    0.0018818380744    0.129162117481
0.0883854627609    0.0018818380744    0.125956102848
0.0920965597034    0.0018818380744    0.133652612209
0.0975902676582    0.0018818380744    0.130538090706
0.104967653751    0.0018818380744    0.117645188808
0.10933355242    0.0018818380744    0.121527596951
0.116630226374    0.0018818380744    0.110744043827
0.126202389598    0.0018818380744    0.090264424324

-0.108612380922    0.0028227571116    0.0979800667763
-0.101757839322    0.0028227571116    0.106902643681
-0.0962227582932    0.0028227571116    0.108995481968
-0.0897933915257    0.0028227571116    0.117066904545
-0.0846948027611    0.0028227571116    0.117293879032
-0.0797461941838    0.0028227571116    0.116576358318
-0.0750525668263    0.0028227571116    0.113919242859
-0.0690999180079    0.0028227571116    0.121226355076
-0.065091855824    0.0028227571116    0.112696215153
-0.060417458415    0.0028227571116    0.10916630888
-0.0555905401707    0.0028227571116    0.106670245171
-0.0514218918979    0.0028227571116    0.0962451543808
-0.0456632003188    0.0028227571116    0.103794082642
-0.0403890050948    0.0028227571116    0.106410428524
-0.0355302579701    0.0028227571116    0.103085502625
-0.0308258850127    0.0028227571116    0.0958072390556
-0.0259971618652    0.0028227571116    0.0885672416687
-0.0204511135817    0.0028227571116    0.0983569469452
-0.0156799983233    0.0028227571116    0.0852053012848
-0.0102620217949    0.0028227571116    0.0960895266533
-0.00504394434392    0.0028227571116    0.106021985054
-7.08329661592e-09    0.0028227571116    0.0960000004768
0.00520973466337    0.0028227571116    0.0870227065086
0.0102620078251    0.0028227571116    0.0960895266533
0.015339685604    0.0028227571116    0.0982007827759
0.0204510986805    0.0028227571116    0.0983569469452
0.0255609545857    0.0028227571116    0.0985576953888
0.0303548462689    0.0028227571116    0.104794904232
0.035347096622    0.0028227571116    0.106079980373
0.0408075265586    0.0028227571116    0.100425049305
0.0459770262241    0.0028227571116    0.0998064126968
0.0502016991377    0.0028227571116    0.110191866398
0.0559739097953    0.0028227571116    0.1026886549
0.0602083839476    0.0028227571116    0.111155435085
0.0639598071575    0.0028227571116    0.122631892204
0.0695873871446    0.0028227571116    0.117256149292
0.0754441320896    0.0028227571116    0.110944851875
0.077797755599    0.0028227571116    0.130440160275
0.0821820273995    0.0028227571116    0.13410715723
0.0894805118442    0.0028227571116    0.119042262077
0.0947373211384    0.0028227571116    0.117872044086
0.099847689271    0.0028227571116    0.11773554945
0.105149894953    0.0028227571116    0.116661890984
0.110287591815    0.0028227571116    0.116619452477
0.11383908242    0.0028227571116    0.124463006496
0.12412327528    0.0028227571116    0.10004590416

-0.107883438468    0.0037636761488    0.101913079262
-0.10158418864    0.0037636761488    0.107887491226
-0.0952324792743    0.0037636761488    0.114913209915
-0.0910448655486    0.0037636761488    0.109165355206
-0.0864685103297    0.0037636761488    0.105425759792
-0.0804420635104    0.0037636761488    0.111625060081
-0.0745304599404    0.0037636761488    0.117884978294
-0.0699530094862    0.0037636761488    0.114278480053
-0.0646390393376    0.0037636761488    0.116670474052
-0.0611491538584    0.0037636761488    0.102204724789
-0.0552071593702    0.0037636761488    0.110651835442
-0.0503760278225    0.0037636761488    0.108199461937
-0.0459770374    0.0037636761488    0.0998064126968
-0.0411563254893    0.0037636761488    0.0954372134209
-0.0363849364221    0.0037636761488    0.0891116704941
-0.0310875643045    0.0037636761488    0.0908140983582
-0.0257790666074    0.0037636761488    0.0935624685287
-0.0203464142978    0.0037636761488    0.101355120182
-0.0153135210276    0.0037636761488    0.0992004718781
-0.0102445697412    0.0037636761488    0.0970893945694
-0.00508757727221    0.0037636761488    0.101022168636
-7.10738889964e-09    0.0037636761488    0.094000026226
0.00514864875004    0.0037636761488    0.0940224971771
0.0103841749951    0.0037636761488    0.0890905704498
0.0155752776191    0.0037636761488    0.0892038788795
0.020625596866    0.0037636761488    0.0933599915504
0.0256918109953    0.0037636761488    0.0955605950356
0.0310875494033    0.0037636761488    0.0908140983582
0.0359575822949    0.0037636761488    0.0960986461639
0.0410865545273    0.0037636761488    0.0964348163605
0.0454278104007    0.0037636761488    0.106784864902
0.0513347238302    0.0037636761488    0.0972413268089
0.0547279156744    0.0037636761488    0.115628763676
0.0612536743283    0.0037636761488    0.101210161686
0.0654314532876    0.0037636761488    0.109715446472
0.0688561722636    0.0037636761488    0.123211428165
0.0741388723254    0.0037636761488    0.120859309673
0.0793286561966    0.0037636761488    0.119547232628
0.0841035470366    0.0037636761488    0.121249958515
0.0907319784164    0.0037636761488    0.111140772343
0.0924266502261    0.0037636761488    0.131680056095
0.101236879826    0.0037636761488    0.109857067108
0.104967653751    0.0037636761488    0.117645188808
0.11124163866    0.0037636761488    0.111711367607
0.114437185228    0.0037636761488    0.121523245811
0.124747008085    0.0037636761488    0.0971113886833

-0.107883438468    0.004704595186    0.101913079262
-0.100715942681    0.004704595186    0.11281155014
-0.0942421853542    0.004704595186    0.120830937862
-0.090262696147    0.004704595186    0.114103778839
-0.0851382240653    0.004704595186    0.114326879025
-0.0805812329054    0.004704595186    0.110634788513
-0.074399933219    0.004704595186    0.118876441956
-0.0693436637521    0.004704595186    0.119241222382
-0.0658842772245    0.004704595186    0.105741187572
-0.060626514256    0.004704595186    0.107177301884
-0.0565489977598    0.004704595186    0.0967162694931
-0.0510732755065    0.004704595186    0.100229903698
-0.0469185449183    0.004704595186    0.0878434624672
-0.0417143777013    0.004704595186    0.0874566879272
-0.0365070328116    0.004704595186    0.0871153917313
-0.031663261354    0.004704595186    0.07982914114
-0.0262152589858    0.004704595186    0.0835720148087
-0.0208699051291    0.004704595186    0.0863643136024
-0.0153658762574    0.004704595186    0.0972011532784
-0.0103492839262    0.004704595186    0.091090306282
-0.00517484266311    0.004704595186    0.0910225954056
-7.0351107162e-09    0.004704595186    0.100000008583
0.00521846069023    0.004704595186    0.0860227789879
0.0103841749951    0.004704595186    0.0890905704498
0.0152873303741    0.004704595186    0.100200101376
0.020625596866    0.004704595186    0.0933599915504
0.0254737138748    0.004704595186    0.100555821896
0.0311398878694    0.004704595186    0.0898154225349
0.0358965322375    0.004704595186    0.0970967259407
0.0408075265586    0.004704595186    0.100425049305
0.046369317919    0.004704595186    0.0948218550682
0.0507246367633    0.004704595186    0.104214653015
0.0562614500523    0.004704595186    0.0997024025917
0.0605219714344    0.004704595186    0.108171805382
0.0669030919671    0.004704595186    0.0967990007401
0.0704404711723    0.004704595186    0.110308333874
0.0758357048035    0.004704595186    0.107970580101
0.0803028717637    0.004704595186    0.112615272045
0.0836601182818    0.004704595186    0.124217018127
0.0894805118442    0.004704595186    0.119042262077
0.0930868461728    0.004704595186    0.127734884262
0.101236879826    0.004704595186    0.109857067108
0.104785420001    0.004704595186    0.118628427029
0.109524354339    0.004704595186    0.120545968056
0.115434028208    0.004704595186    0.116623624802
0.122667886317    0.004704595186    0.106892928123

-0.105514377356    0.00564551422319    0.114695414543
-0.100715942681    0.00564551422319    0.11281155014
-0.0957276150584    0.00564551422319    0.111954375744
-0.0904191285372    0.00564551422319    0.113116129875
-0.0851382240653    0.00564551422319    0.114326879025
-0.0809987559915    0.00564551422319    0.107663973808
-0.0750525668263    0.00564551422319    0.113919242859
-0.070074878633    0.00564551422319    0.113286003113
-0.0655446648598    0.00564551422319    0.108721896648
-0.0607310421765    0.00564551422319    0.106182798386
-0.0560697689652    0.00564551422319    0.101693257332
-0.0521191395819    0.00564551422319    0.0882755961418
-0.0462124124169    0.00564551422319    0.0968156900406
-0.0410865694284    0.00564551422319    0.0964348163605
-0.0366291329265    0.00564551422319    0.0851191129684
